Date,Location,Raw,Speakers,Description,Hosts,Issue date
APRIL 28,Hindley (Wigan),"Hindley ( Wigan ) -Public Hall - Chair : Mr. Cooper -Speakers : Mr. Stephen Walsh , M.P. , Mrs. Müter Wilson , Mrs. Annot Robin- son","['Mr. Cooper', 'Mr. Stephen Walsh', 'Mrs. Müter Wilson', 'Mrs. Annot Robinson']",,,"APRIL 25 , 1913"
APRIL 29,Middleton,"Middleton - Co - operative Hall Assembly Room , Long Street Mrs. H. M. Swanwick , M.A. -Councillor T. Fox ( Manchester ) - Mr. W. S. Tout ( Todmorden ) -Mr . A. Lealand and others - Chair : Council- lor F. Monk","['Mrs. H. M. Swanwick', 'Councillor T. Fox', 'Mr. W. S. Tout', 'Mr. A. Lealand', 'Councillor F. Monk']",,,"APRIL 25 , 1913"
APRIL 29,Lincoln,Lincoln Mrs. Bennetts Drawing - room meeting- Miss L. Smith,"['Mrs. Bennetts', 'Miss L. Smith']",,,"APRIL 25 , 1913"
APRIL 29,Guildcourt,"Guildcourt Meeting for Members , Teachers , Nurses - Miss Norma Smith",['Miss Norma Smith'],,,"APRIL 25 , 1913"
APRIL 29,Dewsbury,Dewsbury - Exchange Hall - Social Gathering - Miss I. O. Ford,['Miss I. O. Ford'],,,"APRIL 25 , 1913"
APRIL 29,West Bromwich,"West Bromwich - Liberal Lecture Hall Mr. H. 8.0
7.30 Baillie Weaver - Chair : Miss Kirby","['Mr. H. Baillie Weaver', 'Miss Kirby']",,,"APRIL 25 , 1913"
APRIL 29,Wokingham,Wokingham Annual Meeting - Miss Dora Mason- Chair : Mrs. Robie Uniacke,"['Miss Dora Mason', 'Mrs. Robie Uniacke']",,,"APRIL 25 , 1913"
APRIL 29,Oldham,"Oldham Musio Room , Werneck Park - Miss Lucy • Cox",['Miss Lucy Cox'],,,"APRIL 25 , 1913"
APRIL 30,Bristol,"Bristol 90 , Aubrey Road , Bedminster Windle's Parlour Meeting Mrs. Mrs. W. C. H. Cross - The Misses Chate","['Mrs. Windle', 'Mrs. W. C. H. Cross', 'The Misses Chate']",,,"APRIL 25 , 1913"
APRIL 30,Redcar,"Redcar - Vinery Hall , First Annual Meeting and Election of Officers Speaker : Fru Anker ( of Norway ) - All are wel- comed .",['Fru Anker'],,,"APRIL 25 , 1913"
APRIL 30,Accrington,"Accrington Town Hall - Public Meeting - Chair : The Mayor ( Captain Harwood ) - M.A. , 3.0 Speakers : Mrs. Swanwick , Councillor Egerton Wake","['The Mayor (Captain Harwood)', 'Mrs. Swanwick', 'Councillor Egerton Wake']",,,"APRIL 25 , 1913"
APRIL 30,Bassingbourn (W. Cambs.),"Bassingbourn ( W. Cambs . ) - Speakers : Hon . Mrs. E. O. Fordham , Mr. W. M. Mirrlees","['Hon. Mrs. E. O. Fordham', 'Mr. W. M. Mirrlees']",,,"APRIL 25 , 1913"
APRIL 30,Binfield,Binfield Parish Room - Public Meeting - Miss Dora Mason - Chair : Miss V. Eustace,"['Miss Dora Mason', 'Miss V. Eustace']",,,"APRIL 25 , 1913"
APRIL 30,Wellington,"Wellington Town Hall - Councillor Margaret Ash- ton - Chair : Mr. G. H. Hollies , M.D.","['Councillor Margaret Ashton', 'Mr. G. H. Hollies']",,,"APRIL 25 , 1913"
APRIL 30,Leeds,"Leeds - 9 , Park Lane- "" At Home """,,At Home,,"APRIL 25 , 1913"
MAY 1,Lincoln,"Lincoln - Women's Co - operative Guild , Co - operative Hall - Miss Norma Smith",['Miss Norma Smith'],,,"APRIL 25 , 1913"
MAY 1,Leamington,"Leamington Birch's Music Rooms , Parade - Mrs . Brown "" My Experience Under the Poor Law """,['Mrs. Brown'],,,"APRIL 25 , 1913"
MAY 2,Brighton,"Brighton - Bon - Bon Shop , 42 , Preston Street - Miss N. O'Shea , "" How the Laws Affect Women "" -Chair : Miss Pickworth","[""Miss N. O'Shea"", 'Miss Pickworth']",,,"APRIL 25 , 1913"
MAY 2,Lincoln,Lincoln - Co - operative Hall - Friends of Women's Suffrage Meeting - Miss Norma Smith -Chair : Mr. Neville Noller,"['Miss Norma Smith', 'Mr. Neville Noller']",,,"APRIL 25 , 1913"
MAY 2,Croft (Ambleside),Croft ( Ambleside ) -Sale of Work in aid of Federa- tion Funds,,Sale of Work in aid of Federation Funds,,"APRIL 25 , 1913"
MAY 3,Croft (Ambleside),Croft ( Ambleside ) -Annual Meeting .,,Annual Meeting,,"APRIL 25 , 1913"
APRIL 25,Islington,"Islington - Miss Bisset Smith's , 57 , Hillmarton Road , N. - Study Circle",['Miss Bisset Smith'],,['Miss Bisset Smith'],"APRIL 25 , 1913"
APRIL 25,Muswell Hill,"Muswell Hill - St . Andrew's Church . Hall , Alexan- dra Park Road - Lecture on Joan of Arc - Speaker , Mr. T. H. Davies , M.A. ( some time Assistant Secretary to the Royal Welsh Church Commission , now of the Home Office ) -Chair , Mrs. Roch","['Mr. T. H. Davies', 'Mrs. Roch']",,,"APRIL 25 , 1913"
APRIL 26,Stepney,"Stepney Trafalgar Square Evening School , White Horse Lane , Stepney - Debate Speakers , Miss Mary Fielden , Cap- tain Furber , Mr. Maurice Liverman","['Miss Mary Fielden', 'Captain Furber', 'Mr. Maurice Liverman']",,,"APRIL 25 , 1913"
APRIL 28,Islington,"Islington - Mrs . Bartram's , Fernlea , Kelross Road , Highbury - Study Circle",['Mrs. Bartram'],,['Mrs. Bartram'],"APRIL 25 , 1913"
APRIL 28,Greenwich,"Greenwich - The Concert Room , Borough Hall , Royal Hill - Public meeting - Chair , the Ven . Archdeacon Escreet- Speakers , Miss Sterling , The Rev. Llewellyn Smith","['The Ven. Archdeacon Escreet', 'Miss Sterling', 'The Rev. Llewellyn Smith']",,,"APRIL 25 , 1913"
APRIL 28,Kennington,"Kennington - Upper Kennington Lane Council School - Public meeting - Chair , Mr. F. Briant , J.P. , L.C.C. - Speakers , Miss M. Fielden , Miss F. M. Hewitt , Mr. Percy A. Ayles , the Rev. Edwin Grout , Mr. Gilbert T. Dale , F.R.G.S. , Mr. Robert W. Bowers , P.L.G.","['Mr. F. Briant', 'Miss M. Fielden', 'Miss F. M. Hewitt', 'Mr. Percy A. Ayles', 'The Rev. Edwin Grout', 'Mr. Gilbert T. Dale', 'Mr. Robert W. Bowers']",,,"APRIL 25 , 1913"
APRIL 29,North Paddington,"North Paddington - 101 , Saltram Crescent , St. Peter's Park - Meeting for working women - Hostess , Mrs. Bull",,,['Mrs. Bull'],"APRIL 25 , 1913"
APRIL 29,Clapton,"Clapton - St . Matthew's Hall , Warwick Road- Public meeting - Chair , the Rev. O. Dawson - Speakers , Mrs. Henry Faw- cett , LL.D. , the Rev. T. A. Lacey , M.A.","['The Rev. O. Dawson', 'Mrs. Henry Fawcett', 'The Rev. T. A. Lacey']",,,"APRIL 25 , 1913"
APRIL 29,Kensington,"Kensington - Philbeach Hall , Philbeach Gardens Entertainment Lantern lecture by Mrs. Blount , "" Travels in British E. Africa and Uganda "" - Suffrage speech , Miss J. H. Thomson , M.A. A Chat with Mrs. Chicky , "" by the Actresses ' Franchise League- Tickets , 2s . 6d . and 1s .","['Mrs. Blount', 'Miss J. H. Thomson', 'Mrs. Chicky']","Entertainment Lantern lecture by Mrs. Blount, ""Travels in British E. Africa and Uganda""",,"APRIL 25 , 1913"
APRIL 29,Deptford,"Deptford - 273 , Lewisham High Road - Meeting of Deptford Women's Liberal Associa- tion - Speaker , Miss C. Marshall",['Miss C. Marshall'],,,"APRIL 25 , 1913"
MAY 1,Fulham,"Fulham - 247 , Lillie Road - Co - operative Women's Guild meeting - Speaker , Miss Anna Martin , B.A.",['Miss Anna Martin'],,,"APRIL 25 , 1913"
MAY 4,Bermondsey,"Bermondsey - Oakley Place - Wesleyan Men's Own meeting - Speaker , Mrs. Stanbury ( member of the Executive Committee of the N.U.W.S.S. )",['Mrs. Stanbury'],,,"APRIL 25 , 1913"
MAY 5,Highgate,"Highgate Spears Memorial Hall , Highgate Hill -Annual meeting - Mrs . Swanwick , paper on "" Meredith's Women , "" and speech on Present Situation - Music , Mr. and Mrs. Hadrill","['Mrs. Swanwick', 'Mr. and Mrs. Hadrill']",,,"APRIL 25 , 1913"
MAY 5,West St. Pancras,"West St. Pancras - Park Chapel , Arlington Street ( near Camden Town Tube Station ) - Public meeting - Speaker , Mrs. Rack- ham , P.L.G.",['Mrs. Rackham'],,,"APRIL 25 , 1913"
APRIL 26,Edinburgh,Edinburgh Duke Street . Leith - Public Meeting- Speaker : Miss Muriel Matters,['Miss Muriel Matters'],,,"APRIL 25 , 1913"
APRIL 25,Largo,"Largo - Edinburgh - 40 , Shandwick Place "" At Home "" - Speaker : Miss Muriel Matters",['Miss Muriel Matters'],,,"APRIL 25 , 1913"
APRIL 25,Earlsferry,"Earlsferry - German's Wynd - Miss Crompton , M.A.",['Miss Crompton'],,,"APRIL 25 , 1913"
APRIL 25,Simpson Institute,"Simpson Institute Mrs. Macincol , L.R.C.P.S. , Miss Crompton , M.A.","['Mrs. Macincol', 'Miss Crompton']",,,"APRIL 25 , 1913"
APRIL 25,Regent Terrace,"Drawing - room Meeting - 25 , Regent Terrace ( Mrs. Maclaren ) -Speaker : Miss Muriel Matters",['Miss Muriel Matters'],,['Mrs. Maclaren'],"APRIL 25 , 1913"
APRIL 28,Tayport,"Tayport - Woodyard , Spinning Mill - Miss Cromp- ton , M.A.",['Miss Crompton'],,,"APRIL 25 , 1913"
APRIL 28,Earlsferry,"Earlsferry Town Hall - Chair : Provost Outhwaite -Miss Lumsden , L.L.D. - Miss Muriel Matters","['Provost Outhwaite', 'Miss Lumsden', 'Miss Muriel Matters']",,,"APRIL 25 , 1913"
APRIL 29,Cupar (Fife),Cupar ( Fife ) -Market Place - Miss Muriel Matters,['Miss Muriel Matters'],,,"APRIL 25 , 1913"
APRIL 29,Leuchars,"Leuchars Outdoor - Miss Crompton , M.A. .",['Miss Crompton'],,,"APRIL 25 , 1913"
APRIL 29,Ladybank,"Ladybank - Masonic Hall - Miss Lumsden , LL.D.- Miss Muriel Matters","['Miss Lumsden', 'Miss Muriel Matters']",,,"APRIL 25 , 1913"
APRIL 30,Guardbridge,"Guardbridge Mill Gates - Miss Crompton , M.A.",['Miss Crompton'],,,"APRIL 25 , 1913"
APRIL 30,Cupar,"Cupar Mrs. Ramsay's Drawing - room Meeting- Hope Park - Miss Lumsden , LL.D.- Miss Muriel Matters .","['Miss Lumsden', 'Miss Muriel Matters']",,['Mrs. Ramsay'],"APRIL 25 , 1913"
APRIL 30,Wormit,"Wormit - The Hall - Miss Muriel Crompton , M.A. Matters - Miss","['Miss Muriel Matters', 'Miss Crompton']",,,"APRIL 25 , 1913"
MAY 1,Newburgh,Newburgh - Linoleum Works - Miss Matters,['Miss Matters'],,,"APRIL 25 , 1913"
MAY 1,Tayport,"Tayport Temperance Hall - Miss Lumsden , LL.D. -Miss Muriel Matteers","['Miss Lumsden', 'Miss Muriel Matteers']",,,"APRIL 25 , 1913"
MAY 2,Musselburgh,"Musselburgh 2 , Bridge Street Drawing - room Meeting ( Mrs. Horsburgh ) -Speaker : Miss Muriel Matters",['Miss Muriel Matters'],,['Mrs. Horsburgh'],"APRIL 25 , 1913"
MAY 3,Edinburgh,Edinburgh - Jumble Sale - Buccleuch Street Hall,,Jumble Sale,,"APRIL 25 , 1913"
APRIL 29,Bristol,"Bristol - Sectional Conference of the Co - operative Societies Co - operative Hall , Cobham -Mrs . W. C. H. Cross",['Mrs. W. C. H. Cross'],,,"APRIL 25 , 1913"
MAY 1,Bristol (East),"Bristol ( East ) -Annual Meeting of the East Bris- tol N.U.W.S.S. - Bethseda Schools , Redfield Mrs. H. Hicks , B.A.",['Mrs. H. Hicks'],,,"APRIL 25 , 1913"
APRIL 25,Houghton-le-Spring,April 25 - Joint Committee Meeting with Sunder- land I.L.P,,Joint Committee Meeting with Sunderland I.L.P,,"APRIL 25 , 1913"
APRIL 26,New Seaham,"April 26 - I.L.P . , New Seaham - Miss St. John",['Miss St. John'],,,"APRIL 25 , 1913"
APRIL 26,Houghton-le-Spring,Houghton - le - Spring - Outdoor - Miss,,Outdoor,,"APRIL 25 , 1913"
APRIL 28,Silksworth,April 28 - Joint Suffrage and Labour Meeting- Silksworth Miss St. John and Miss Sheard,"['Miss St. John', 'Miss Sheard']",,,"APRIL 25 , 1913"
APRIL 30,New Herrington,April 30 - B.W.T.A. - New Herrington - Miss Dring,['Miss Dring'],,,"APRIL 25 , 1913"
APRIL 30,Murton,"Women's Meeting , Miners ' Hall , Murton- Chair : Miss Dring ; Speaker , Miss St. John","['Miss Dring', 'Miss St. John']",,,"APRIL 25 , 1913"
MAY 1,Hylton,"May 1 - Joint Suffrage and Labour Meeting - Ship- wrights ' Hall , Hylton - Miss Beaver",['Miss Beaver'],,,"APRIL 25 , 1913"
MAY 7,"Princes Restaurant, Piccadilly","Reception Mrs. H. FAWCETT , LL.D. , and Union of Women's On WEDNESDAY , MAY PRINCES RESTAURANT","['Mrs. Fawcett', 'Mrs. Swanwick', 'Miss M. Royden', 'Mrs. Auerbach', 'Mrs. Chapman Catt', 'Miss M. Coit', 'APRIL 29', 'Location: Kingsway Hall', ""Raw: MEN'S POLITICAL UNION FOR WOMEN'S ENFRANCHISEMENT , 13 , BUCKINGHAM STREET , STRAND , W.C. 17 MEETING Will be Held at the ( DOORS Kingsway Hall , on Tuesday , April 29 , at 8 p.m. OPEN 7.30 ) To Protest Against the Forcible Feeding of Mr. HUGH FRANKLIN , and demand his instant release ."", 'Speakers: [', 'Mr. H. W. Nevinson', 'Mrs. Pethick Lawrence', 'Mr. Israel Zangwill', 'Mr. H. D. Harben']",Reception to welcome the President of the International Women's Suffrage Alliance,,"APRIL 25 , 1913"
APRIL 30,Caxton Hall,"WOMEN'S FREEDOM LEAGUE ( 1. ROBERT STREET , ADELPHI , W.C. ) PUBLIC MEETING at CAXTON HALL , WEDNESDAY , APRIL 30th , at 3.30 p.m.","['Dr. G. B. Clark', 'Miss Anna Munro']",,,"APRIL 25 , 1913"
APRIL 28,"Caxton Hall, Westminster","WOMEN'S TAX RESISTANCE LEAGUE . - Public Meeting . Caxton Hall , Westminster , Monday , Chair : Mrs. Cecil Chapman . April 28th , at 8 p.m. Speakers ; Earl Russell , Israel Zangwill , Esq . , and others .","['Mrs. Cecil Chapman', 'Earl Russell', 'Israel Zangwill']",,,"APRIL 25 , 1913"
