Date,Location,Raw,Speakers,Description,Hosts,Issue date
JUNE 13,WESTMINSTER PALACE HOTEL,"WESTMINSTER PALACE HOTEL - London Society's Reception - Chair , Mrs. Stanbury ( Ex . Comm . N.U.W.S.S. ) - Speakers , Frances Balfour , Fru Willey The Lady Anker , Dr. Florence 3.30-6.15","['The Lady Frances Balfour', 'Fru Anker', 'Dr. Florence Willey']",,,"JUNE 13 , 1913"
JUNE 13,WALWORTH,"WALWORTH - Open - air Meeting , corner of Liverpool Street and Walworth Road - Speaker , Miss Helen Ward 8.0",['Miss Helen Ward'],,,"JUNE 13 , 1913"
JUNE 13,MUSWELL HILL,"MUSWELL HILL - Open - air Meeting , The Exchange 8.0",,Open-air meeting at The Exchange,,"JUNE 13 , 1913"
JUNE 13,RICHMOND,"RICHMOND - Debate - Central Hall , Park- shot , Richmond - Speakers , Mrs. Abbott and Miss G. Pott 8.15","['Mrs. Abbott', 'Miss G. Pott']",,,"JUNE 13 , 1913"
JUNE 16,NORTH LAMBETH,"NORTH LAMBETH - Meeting at the Webber Street Mission - Speaker , Miss Martineau 3.0",['Miss Martineau'],,,"JUNE 13 , 1913"
JUNE 16,WEST NEWINGTON,"WEST NEWINGTON - Open - air Meeting , corner of Penton Place and Newington Butts- Speakers , Mrs. Rackham , Miss P. Fawcett 8.0","['Mrs. Rackham', 'Miss P. Fawcett']",,,"JUNE 13 , 1913"
JUNE 16,BOW,"BOW - Girls ' Club Meeting - Speaker , Miss Goddard 8.0",['Miss Goddard'],,,"JUNE 13 , 1913"
JUNE 16,EAST FINCHLEY,EAST FINCHLEY - Meeting at Adult School 3.0,,,,"JUNE 13 , 1913"
JUNE 17,HAMMERSMITH,"HAMMERSMITH - Open - air Meeting in The Grove - Speaker , Miss W. Elkin 8.0",['Miss W. Elkin'],,,"JUNE 13 , 1913"
JUNE 18,EAST ST. PANCRAS,"EAST ST . PANCRAS - Meeting at Y.M.C.A. , 17 , Camden Road - Tea - Speaker , Miss J. H. Thom- son , M.A. 3.0-5.30",['Miss J. H. Thomson'],,,"JUNE 13 , 1913"
JUNE 18,ESHER AND EAST MOLESEY,"ESHER AND EAST MOLESEY - Annual Meet- ing , Littleworth , Esher- Hostess , Miss Martineau - White Elephant Stall - Speeches , Tea 3.15",,,['Miss Martineau'],"JUNE 13 , 1913"
JUNE 18,CHISWICK,"CHISWICK - Meeting in the Devonshire Room , Chiswick Town Hall 8.30",,,,"JUNE 13 , 1913"
JUNE 19,ISLINGTON,"ISLINGTON - Open - air Meeting , Almeida Street , Upper Street - Chair , Miss McGrigor- Speaker , Miss Hewitt 8.0",['Miss Hewitt'],,,"JUNE 13 , 1913"
JUNE 20,WESTMINSTER PALACE HOTEL,"WESTMINSTER PALACE HOTEL - London Society's Reception - Chair , The Lady Frances Balfour Speakers , Miss C. Marshall , Miss Clementina Black , Miss Emily Hill , P.L.G. , Mr. R. Cholmeley , M.A. 3.30-6.15","['Miss C. Marshall', 'Miss Clementina Black', 'Miss Emily Hill', 'Mr. R. Cholmeley']",,,"JUNE 13 , 1913"
JUNE 20,WALWORTH,"WALWORTH - Liverpool Street , Walworth Road Speakers , Miss W. Elkin , and others 8.0",['Miss W. Elkin'],,,"JUNE 13 , 1913"
JUNE 23,HARROW,"HARROW Drawing - room Meeting , South Hill Avenue - Hostess , Mrs. Petit Speaker , Mrs. A. Savory 3.30",['Mrs. A. Savory'],,,"JUNE 13 , 1913"
JUNE 23,SOUTHWARK,"SOUTHWARK - Open - air Meeting , Lan- caster Street , Newington Causeway - Speakers , Mrs. Watson , Miss A. E. Gloyn 8.0","['Mrs. Watson', 'Miss A. E. Gloyn']",,,"JUNE 13 , 1913"
JUNE 19,ABERDEEN,"ABERDEEN - At Home - 214 , Union Street , Suffrage Offices Speaker , Miss L. I. Lumsden , LL.D. Sale of flowers , & c . Tea 3.0-6.0","['Miss L. I. Lumsden, LL.D.']",,,"JUNE 13 , 1913"
JUNE 14,WEST STANLEY,WEST STANLEY - Joint Outdoor Meeting with I.L.P. 7.0,,Joint Outdoor Meeting with I.L.P.,,"JUNE 13 , 1913"
JUNE 14,HYLTON,HYLTON Co - operative Stores - District Com- mittee of Delegates 3.0,,,,"JUNE 13 , 1913"
JUNE 14,SEAHAM HARBOUR,"SEAHAM HARBOUR - Outdoors - Miss Gordon , M.A. 7.0","['Miss Gordon, M.A.']",,,"JUNE 13 , 1913"
JUNE 15,BRADFORD,"BRADFORD College Chapel , Young Men's Class Mrs. Pemberton , "" Will Votes for Women Benefit the Community ? 3.30",['Mrs. Pemberton'],,,"JUNE 13 , 1913"
JUNE 16,OAKENSHAWE,OAKENSHAWE - Outdoors - Miss Gordon 6.0,['Miss Gordon'],,,"JUNE 13 , 1913"
JUNE 16,WILLINGTON,WILLINGTON - Bell's Café - Business Meeting 7.0,,,,"JUNE 13 , 1913"
JUNE 16,HOUGHTON,"HOUGHTON - Houghton , Hetton , and Phila- delphia Suffrage Societies 7.0",,,,"JUNE 13 , 1913"
JUNE 16,SOUTH SALFORD,"SOUTH SALFORD - Oldfield Hall , Gardenwall Street Mr. F. Stanten Barnes 8.0",['Mr. F. Stanten Barnes'],,,"JUNE 13 , 1913"
JUNE 16,MANCHESTER,"MANCHESTER - Alexandra Park Gates - Miss E. Wilkinson , Miss Hale , and Miss M. B. Taylor 8.0","['Miss E. Wilkinson', 'Miss Hale', 'Miss M. B. Taylor']",,,"JUNE 13 , 1913"
JUNE 17,HARPENDEN,"HARPENDEN Garden Meeting , Malden Lodge Mrs. P. M. Wathen 3.0",['Mrs. P. M. Wathen'],,,"JUNE 13 , 1913"
JUNE 17,SACRISTAN,"SACRISTAN - Outdoors - Dr . Ethel Williams , Miss Gordon 7.0","['Dr. Ethel Williams', 'Miss Gordon']",,,"JUNE 13 , 1913"
JUNE 17,BRISTOL,"BRISTOL - 5 , Berkeley Square - Fru Anker- Chair , Mrs. Burrow Hill 3.0",['Fru Anker'],,,"JUNE 13 , 1913"
JUNE 17,BRISTOL,"Same address - Chair , Canon Talbot 8.0",,,,"JUNE 13 , 1913"
JUNE 17,CARLISLE,CARLISLE - Open - air Evening Meeting - Miss Liza M. Gordon 8.0,['Miss Liza M. Gordon'],,,"JUNE 13 , 1913"
JUNE 17,RYHOPE,RYHOPE - W.S.S. - Miss Sheard 7.0,['Miss Sheard'],,,"JUNE 13 , 1913"
JUNE 17,MARYHART,MARYHART - Open - air Evening Meeting - Mrs . Oldham 7.0,['Mrs. Oldham'],,,"JUNE 13 , 1913"
JUNE 18,MUSSELHURST,MUSSELHURST - Open - air - Hayweights - Miss Margaret Robertson 8.0,['Miss Margaret Robertson'],,,"JUNE 13 , 1913"
JUNE 18,WHITEHAVEN,WHITEHAVEN - Open - air Evening Meeting- Mrs. Oldham 8.0,['Mrs. Oldham'],,,"JUNE 13 , 1913"
JUNE 18,MANCHESTER,"MANCHESTER - Hulme Hall Lane , entrance to Philip's Park - Mrs . Narbury , Miss M. B. Taylor , the Rev. W. Whitaker , and Mr. Mckellan 8.0","['Mrs. Narbury', 'Miss M. B. Taylor', 'Rev. W. Whitaker', 'Mr. McKellan']",,,"JUNE 13 , 1913"
